1192938416305868800	2021-05-24T23:14:05.000Z	1396967768822468610	    Midway Mania! 	{'place_id': '0fbeae8c65941000'}
1056965750	2021-05-25T23:19:37.000Z	1397331552154144768	Extremely educational visit with   head brewer!  Learned a lot.   ❤️ @ Trademark Brewing 	{'coordinates': {'type': 'Point', 'coordinates': [-118.19028, 33.78291]}, 'place_id': '01c060cf466c6ce3'}
335970638	2021-05-25T21:55:46.000Z	1397310447196336128	✍️The City of Beverly Hills is seeking qualified residents to apply before the June 0, 0 deadline! Visit  	{'place_id': '3b77caf94bfc81fe'}
1016841466579218432	2021-05-25T21:25:42.000Z	1397302882756562945	I’m bout to get a second phone should I get the LA number or wait til I visit home to grab the 0 	{'place_id': '01c060cf466c6ce3'}
1211458238614360064	2021-05-25T20:57:20.000Z	1397295745951141891	Laura Kunin painting her  room for an upgraded zoom class experience. 🎨&gt; Today starts the beginning of Laura's Tuesday night (0 PM)  - Beginner/Intermediate class. 🧘&gt; To schedule a class, please visit our website -   	{'place_id': '3b77caf94bfc81fe'}
4841696174	2021-05-25T20:44:28.000Z	1397292506161713154	Our best friends want to leave their home for one year. What is holding them back? What are their concerns,   and hesitance? New     	{'place_id': '3b77caf94bfc81fe'}
16959316	2021-05-25T20:30:09.000Z	1397288900956069889	We gave some love to the fossils in the Dinosaur Hall today. They will looke all spiffy the next time you visit! 	{'place_id': '07d9c92f86481002'}
420162287	2021-05-25T20:24:51.000Z	1397287567284920321	Did some travelling down to the beach. Gotta get to the water to count as going  to the west coast, right? @ Marina Del Rey, Venice Beach, CA 	{'coordinates': {'type': 'Point', 'coordinates': [-118.46214655, 33.97570986]}, 'place_id': '3b77caf94bfc81fe'}
499513539	2021-05-25T20:24:14.000Z	1397287413433569282	  I think the difference is that these don’t ask the creative team to undermine the current storytelling and undo a narratively powerful moment. Asking to tell further stories about Ben before he died would be interesting, as would potentially seeing his Force ghost visit Rey.	{'place_id': '3b77caf94bfc81fe'}
172884865	2021-05-25T19:48:08.000Z	1397278330789892096	Booking my trip to China 🇨🇳 ASAP. My boys fighting on who I should visit first 😂	{'place_id': '853e23ffbf7f0201'}
2866200878	2021-05-25T19:36:04.000Z	1397275293514014726	I LOVE WHEN MY FRIENDS AND FAMILY VISIT ME AT WORK ITS SO SWEET	{'place_id': 'bcd6f5a92e969e33'}
