"username","score"
"PizzaGirl78",-1.61436925476271
"meganrosati",-1.87706864224976
"Adorian1989",-1.23135517318212
"ABC7Jory",0.979916752164014
"victorriaaaxo",0.102958052641107
"JeffGorell",1.69623369936895
"madisonpfeifle",-1.03428477847676
"riglesias74",-1.08827603794577
"abetterdaughter",-0.929872994697147
"Steven_vee",-1.84457377756447
"SaudiBee",-0.116165734615564
"holdenmycock",-0.817828213848494
"Iselaxo_",-1.54920945494628
"Gxelliee",-0.432949206353577
"TheWolf31",-0.912823650152156
"sadtsuchinoko",-1.71003031187133
"SD_Steelehead",0.49369165764738
"eviljordan",0.0656380367493777
"PolyglotEvangel",-2.3479649478051
"CAMontgomery1",-1.44258975296188
"superheroejay",-0.866435646781994
"nereidaaxo",-1.53600723990414
"Carlos_Film",-0.31574740033457
