"username","score"
"bodyofjustin",-1.52744638597145
"ericjunior",-0.851585394565901
"springgay_tae",-1.20409308663148
"carefreemaroon",-2.08225510909232
"joonskosmos",-2.04328126990041
"Bizzotic",-1.02514994217696
"Naquicious",-1.75221059902035
"jadorevictor",0.114420290872446
"TallDarkNotUgly",-0.733210965597601
"TheLastPirateLA",0.641216635220477
"bilarichfield",-1.66053240234037
"carlii_ii",-1.07906353497603
"clutchchris_",0.572629311514009
"mlbeezyy",-1.33821934769525
"moonlightloveee",2.35596036124425
"moonrockpizza",-0.710734762601534
"13jordanmack",-0.534599542195847
"purplehayz",0.715545364836887
"ohgirlyoubomb",-1.40670731851677
"matty_gee8",-0.120708264363331
"BeautyAndBones_",-0.390613166153013
"kenzvanunu",0.409331116093227
"IAmRobRyan",-1.06591173194798
"SteeleWars",-0.690225142815809
"bonbon28289",0.365128489314095
"kittenzz_",-1.84416985021929
"jurassicody",-0.91055639788215
"KellyKentCCUSD",-1.51780910607834
"6633north",-0.571918097412903
"ResistandDesist",-1.61634135861067
"icecoldjd1906",-1.09390113788603
"wyntermitchell",-1.41307546859405
"HershiiLiqCour",-1.48257007563462
"Tino03covar",-0.955099047338435
"M_SwiftLA",-0.441166449989318
"DubleUpEd",2.10186628723707
"KIMYEEZY_",-0.833984280409696
"natasha_gascon",-0.9261950759693
"lolasub666",0.717812132250301
"WestMoesOwn",-0.646223847671672
"IAmPoliticsGirl",-1.20601595097546
"x_anamarie",-1.65205861882626
"stormrobinson",0.994935896357223
"donlaurent92",-0.964928343656639
"mialva05",-1.73412159250928
"Millsypop",-1.34790880290517
"OneFormula_Love",-1.11878147984893
"cecicespedes2",-2.32695145071061
"RealBobbyDino",1.44764288992506
"angela_simisola",-2.312525809197
"brennnnnnn94",-0.470400050945763
"cosmiclyandrea",-0.37846944120095
"sleepyserenade",-0.869450701258431
"gaviola_mary",-1.39754977100045
"brwneydgrl_",-1.1329869384395
"JustCallMeOwens",-0.645339679815883
"smakhanian",-0.624542570304679
"kacvinsky_s",-1.99055295742542
"cheery_pieee",0.489145853524165
"MommaTrina521",-2.33174618858969
"TimiFrost",1.09427280159114
"horrorwhore666_",0.308398261016265
"daisyyyyleonor",-1.52269288584864
"andreavhowe",1.44083404892465
"TheReal_JG2",-0.917467152713853
"rGuida79",-0.669269811262059
"ArturoG09829678",-1.62195807753211
"galosergo",-1.02992653959747
"br0ski3e",-1.53897881207517
"Paulynesian",1.39568168999828
"xokaren_",0.826732685104858
"isisalisza",-1.09664721715119
"alvaradobecky01",-2.37743947360364
"StephanieNikol1",0.233347337495573
"MGoshujin_Ra",-1.85380860416111
"stephiiyyy",0.865837982081989
"Merle20",-1.11729853096623
"RealMr_Robinson",-1.35700270885904
"anmolistic",-0.409379970518383
"MSkrederstu",-1.18056185510161
"hoopkittyx",-2.38699347610078
"mikiturner",-1.2886520427999
"charlesCporosus",1.31096911784045
"aikodiamoni",-0.875762076587522
"PrettyFlowersLA",-1.3812641220542
"chavonLeeaan",0.920554159382315
"dblevins",-0.991919281589297
"terrytheway",-0.972060383814238
"theresabueno68",0.110802733402199
"chrisandresgama",-2.00725501217933
DwainJr",-1.73528663544773
"17RingzWRLD",-0.676983498866989
"cursedcollins",-2.41585660815733
"MmmLeslie_",-0.783693692888612
"ms_yvette_blah",-0.361083112517361
"CestDommage",-0.527551546823674
"ghosthunti",0.101878719549926
"KrisT_Mak",0.0128059879822711
"backlynnn",-0.518310931097732
"Mayra_Mejia_",-0.394564015335597
"soccerotter",-1.57952584217717
"lac4justice",-1.18134612864773
"mattkahn1966",0.55851137546593
"ErickMenaBusta1",-0.941671189804879
"kaitlin_drew",-1.23341919996044
"LAKingsSteve",-0.546435717876674
"dylanisPALM",-0.605448930121577
"CudahyEnMarcha",-1.92506273368626
"VandZST",-0.639165664617129
"jollydramatist",-1.85368214382267
"Dragonzzz88",-1.23320950107272
"john_whipple",-0.188137053705805
"timneufeld",-1.33435611396161
"hairypizzabagel",-1.35134955773128
"Thinksdirty",0.889504609402748
"RogerSwartz8",1.85227036114872
"sweatpantsjoe",-0.95806643045647
"AfricanPapi96",-0.258683689245237
"tentwentysixpm",-1.11196361768683
"BornFromALotus_",-0.836169754458144
"MikeSington",-2.29344948125013
"_MCKENTON_",-1.8166269726145
"eraya__",-1.55082284380498
"RON_dez_vous",-1.02333308812413
"itsdevinduh_",-1.06507512880163
"warren__terra",-1.31397542729566
"normanjohnsonj",1.43517429706782
"troydcharleston",0.151876483120365
"fisackerly",-1.21865143821075
"Julezzz____",0.806998928770266
"LostAngelesXXX",-0.550944987793421
"NikolHasler",-1.30539558492231
"tedregulski",-1.17668366846829
"Juan_Angeles97",-0.370051955968922
"Bchargoisthear1",-0.745946567343791
"Meerp0_",-1.74468438842565
"wetpapa",-1.2580804828119
"CassandraDawnxo",0.265664207911959
"Lightskin4TheWn",0.708466970400824
"Raineinla",-0.73057946086679
"P_ACasas",-1.23852220831537
"fernie_705",-1.48042971855188
"diondemetries",-1.62778002741234
"rorawilde",-0.214944757791261
"KthleenGuevara",-0.00984356214164891
"SaborenSonido",-0.727830593874632
"ericitahh",-1.06007958226232
"MichellePoveda",-1.64905283091064
"itsellababy_",-0.270200893310777
"kalesmango",-0.732859750385321
"ThisIsNotKam",0.745266527451928
"angdoll__",0.489772042272704
"jamiehan",-1.90787220460203
"emode94",-0.39012579889046
"KariJHat",-2.24804126983068
"theskylerstone",-0.256795674644753
"TitanUpCaliFan",-2.00426738809344
"CalifDeplorable",1.74578850722994
